BindingDB_12	BEROCCA PN; BIOTIN
BindingDB_50367352	BUSPAR; BUSPIRONE HYDROCHLORIDE
BindingDB_50367848	TESLAC; TESTOLACTONE
BindingDB_50367874	AMINOPHYLLIN; AMINOPHYLLINE
BindingDB_50367878	MESTINON; PYRIDOSTIGMINE BROMIDE
BindingDB_50367879	LISINOPRIL; LISINOPRIL
BindingDB_50367919	LEVO-DROMORAN; LEVORPHANOL TARTRATE
BindingDB_50367948	APOKYN; APOMORPHINE HYDROCHLORIDE
BindingDB_50368127	TRANSDERM SCOP; SCOPOLAMINE
BindingDB_50368146	PRAVACHOL; PRAVASTATIN SODIUM
BindingDB_50368147	FLUVASTATIN SODIUM; FLUVASTATIN SODIUM
BindingDB_50368166	ACCUPRIL; QUINAPRIL HYDROCHLORIDE
BindingDB_50368267	KANAMYCIN; KANAMYCIN SULFATE
BindingDB_50368352	CERUBIDINE; DAUNORUBICIN HYDROCHLORIDE
BindingDB_50368628	GABITRIL; TIAGABINE HYDROCHLORIDE
BindingDB_50368781	ACHROMYCIN; HYDROCORTISONE
BindingDB_50369036	FIRAZYR; ICATIBANT ACETATE
BindingDB_50369074	HYCAMTIN; TOPOTECAN HYDROCHLORIDE
BindingDB_50369322	VIRACEPT; NELFINAVIR MESYLATE
BindingDB_50369581	CRIXIVAN; INDINAVIR SULFATE
BindingDB_50369775	MAVIK; TRANDOLAPRIL
BindingDB_50369956	BUPRENEX; BUPRENORPHINE HYDROCHLORIDE
BindingDB_50369964	CALCIPOTRIENE; CALCIPOTRIENE
BindingDB_50369965	CETROTIDE; CETRORELIX
BindingDB_50370218	TIOCONAZOLE; TIOCONAZOLE
BindingDB_50370232	RIFADIN; RIFAMPIN
BindingDB_50370233	VELBAN; VINBLASTINE SULFATE
BindingDB_50370258	TAO; TROLEANDOMYCIN
BindingDB_50370388	DENDRID; IDOXURIDINE
BindingDB_50370476	COMBIVIR; LAMIVUDINE
BindingDB_50370552	ELLENCE; EPIRUBICIN HYDROCHLORIDE
BindingDB_50370584	BEEPEN-VK; PENICILLIN V POTASSIUM
BindingDB_50370585	ANSPOR; CEPHRADINE
BindingDB_50370589	MOXAM; MOXALACTAM DISODIUM
BindingDB_50370592	CEFADYL; CEPHAPIRIN SODIUM
BindingDB_50370595	OXYCONTIN; OXYCODONE HYDROCHLORIDE
BindingDB_50370709	CIN-QUIN; QUINIDINE SULFATE
BindingDB_50371228	CRESTOR; ROSUVASTATIN CALCIUM
BindingDB_50371229	LIVALO; PITAVASTATIN CALCIUM
BindingDB_50371265	CORTEF; HYDROCORTISONE
BindingDB_50371521	EZETIMIBE; EZETIMIBE
BindingDB_50373877	INFUVITE PEDIATRIC; THIAMINE
BindingDB_50373918	AZASITE; AZITHROMYCIN
BindingDB_50373919	AZASAN; AZATHIOPRINE
BindingDB_50373920	CLEOCIN; CLINDAMYCIN HYDROCHLORIDE
BindingDB_50375309	FLAGYL; METRONIDAZOLE
BindingDB_50375318	TERAZOL 3; TERCONAZOLE
BindingDB_50375424	ELLA; ULIPRISTAL ACETATE
BindingDB_50376465	APTIVUS; TIPRANAVIR
BindingDB_50377921	NIPRIDE; SODIUM NITROPRUSSIDE
BindingDB_50377929	GEOPEN; CARBENICILLIN DISODIUM
BindingDB_50377930	PENICILLIN G SODIUM; PENICILLIN G SODIUM
BindingDB_50377964	CANTIL; MEPENZOLATE BROMIDE
BindingDB_50377984	ACILAC; LACTULOSE
BindingDB_50377987	ADDERALL 10; AMPHETAMINE SULFATE
BindingDB_50378083	ALBUTEROL SULFATE AND IPRATROPIUM BROMIDE; IPRATROPIUM BROMIDE
BindingDB_50378137	KETEK; TELITHROMYCIN
BindingDB_50378783	LAMPRENE; CLOFAZIMINE
BindingDB_50378909	LEVOPROME; LEVOMEPROMAZINE
BindingDB_50386381	NUCYNTA; TAPENTADOL HYDROCHLORIDE
BindingDB_50386885	INVOKANA; CANAGLIFLOZIN
BindingDB_50391992	JAKAFI; RUXOLITINIB PHOSPHATE
BindingDB_50392952	AMTURNIDE; ALISKIREN HEMIFUMARATE
BindingDB_50393326	FARESTON; TOREMIFENE CITRATE
BindingDB_50396483	ZELBORAF; VEMURAFENIB
BindingDB_50397205	BRILINTA; TICAGRELOR
BindingDB_50398447	AROMASIN; EXEMESTANE
BindingDB_50410507	ENOVID; NORETHYNODREL
BindingDB_50410520	BENOQUIN; MONOBENZONE
BindingDB_50410522	ALESSE; LEVONORGESTREL
BindingDB_50410525	GAMENE; LINDANE
BindingDB_50410531	ANDROID 10; METHYLTESTOSTERONE
BindingDB_50410855	CIN-QUIN; QUINIDINE SULFATE
BindingDB_50411276	QUALAQUIN; QUININE SULFATE
BindingDB_50411862	CLEOCIN; CLINDAMYCIN HYDROCHLORIDE
BindingDB_50411863	ARALEN; CHLOROQUINE PHOSPHATE
BindingDB_50416759	ADVIL; IBUPROFEN
BindingDB_50416875	CINACALCET HYDROCHLORIDE; CINACALCET HYDROCHLORIDE
BindingDB_50417287	ALOXI; PALONOSETRON HYDROCHLORIDE
BindingDB_50417445	CUVPOSA; GLYCOPYRROLATE
BindingDB_50417554	ERAXIS; ANIDULAFUNGIN
BindingDB_50417964	CARBOCAINE; MEPIVACAINE HYDROCHLORIDE
BindingDB_50418049	LEVOPROME; LEVOMEPROMAZINE
BindingDB_50418086	THIOPLEX; THIOTEPA
BindingDB_50418773	CARBIDOPA AND LEVODOPA; CARBIDOPA
BindingDB_50419318	DULERA; FORMOTEROL FUMARATE
BindingDB_50419524	CUVPOSA; GLYCOPYRROLATE
BindingDB_50419856	BROVANA; ARFORMOTEROL TARTRATE
BindingDB_50420190	ACETADOTE; ACETYLCYSTEINE
BindingDB_50420200	LIPTRUZET; ATORVASTATIN
BindingDB_50420250	IC-GREEN; INDOCYANINE GREEN
BindingDB_50420259	CEFTAZIDIME; CEFTAZIDIME
BindingDB_50420350	ACTIN-N; NITROFURAZONE
BindingDB_50420356	AZO GANTANOL; PHENAZOPYRIDINE HYDROCHLORIDE
BindingDB_50421413	PIPERACILLIN AND TAZOBACTAM; TAZOBACTAM SODIUM
BindingDB_50421892	ALPHATREX; BETAMETHASONE DIPROPIONATE
BindingDB_50422012	MINOCIN; MINOCYCLINE HYDROCHLORIDE
BindingDB_50422542	KEPPRA; LEVETIRACETAM
BindingDB_50422689	CEFUROXIME; CEFUROXIME
BindingDB_50423510	CYCLESSA; DESOGESTREL
BindingDB_50423511	DELALUTIN; HYDROXYPROGESTERONE CAPROATE
BindingDB_50423516	IMPLANON; ETONOGESTREL
BindingDB_50423541	DANAZOL; DANAZOL
BindingDB_50423606	CLEOCIN; CLINDAMYCIN HYDROCHLORIDE
BindingDB_50423645	ALBAMYCIN; NOVOBIOCIN SODIUM
BindingDB_50423647	LATANOPROST; LATANOPROST
BindingDB_50423778	MERCAPTOPURINE; MERCAPTOPURINE
BindingDB_50424713	NORCURON; VECURONIUM BROMIDE
BindingDB_50424715	VIDAZA; AZACITIDINE
BindingDB_50425188	CELEXA; CITALOPRAM HYDROBROMIDE
BindingDB_50425732	XTANDI; ENZALUTAMIDE
BindingDB_50426497	CABERGOLINE; CABERGOLINE
BindingDB_50428067	CYKLOKAPRON; TRANEXAMIC ACID
BindingDB_50428286	TAFINLAR; DABRAFENIB
BindingDB_50428658	MITOMYCIN; MITOMYCIN
BindingDB_50428890	SAPHRIS; ASENAPINE MALEATE
BindingDB_50432170	SENSIPAR; CINACALCET HYDROCHLORIDE
BindingDB_50432209	PRADAXA; DABIGATRAN ETEXILATE MESYLATE
